id,label
1,0.9994003772735596
2,0.9999865293502808
3,0.9999868869781494
4,0.99994957447052
5,0.00014104708679951727
6,0.0018490911461412907
7,1.588453812928492e-07
8,3.203455707989633e-05
9,3.3913478546310216e-05
10,0.18141858279705048
11,6.823533567512641e-06
12,0.9998416900634766
13,0.00024879470583982766
14,0.09616180509328842
15,0.00014490286412183195
16,0.000480215298011899
17,0.9957342743873596
18,0.9999454021453857
19,7.971090781211387e-06
20,1.8688799173105508e-05
21,0.9998724460601807
22,1.0393986485723872e-05
23,0.9999879598617554
24,0.9999642372131348
25,8.07704491307959e-05
26,0.9998605251312256
27,0.9990516304969788
28,1.2149021131335758e-06
29,0.9975478053092957
30,0.9995285272598267
31,0.9999972581863403
32,0.08818940818309784
33,0.9999926090240479
34,6.156426934467163e-06
35,0.0001582670956850052
36,0.00024145806673914194
37,0.00012371728371363133
38,1.6312782463501208e-05
39,0.9956009387969971
40,3.281139242972131e-06
41,0.9999909400939941
42,0.9999896287918091
43,0.9999963045120239
44,0.9996306896209717
45,1.6322475858032703e-05
46,0.9999798536300659
47,2.027122536674142e-05
48,0.9997934699058533
49,0.9999985694885254
50,0.0010975076584145427
51,0.0010962856467813253
52,2.5571614159503042e-08
53,0.0001961740490514785
54,2.00653521460481e-05
55,0.0001509546855231747
56,0.9953663349151611
57,0.9999855756759644
58,1.833958776842337e-05
59,0.9993963241577148
60,0.0007213843055069447
61,0.0009582758066244423
62,0.9987210631370544
63,0.002046002307906747
64,0.002578712534159422
65,0.9996322393417358
66,0.9998001456260681
67,0.9992994070053101
68,1.908576814457774e-05
69,0.9671688079833984
70,0.9999793767929077
71,0.9909610152244568
72,0.9999642372131348
73,0.9999829530715942
74,0.9999831914901733
75,0.006183376535773277
76,0.9990540146827698
77,0.9999551773071289
78,0.9994736313819885
79,0.9869513511657715
80,5.020324169890955e-05
81,0.000983543461188674
82,0.0001527477870695293
83,0.9999068975448608
84,1.1265880175415077e-06
85,0.9994902610778809
86,0.9989662170410156
87,0.9994255304336548
88,0.9999289512634277
89,6.675854251625424e-07
90,0.016783813014626503
91,0.010787812061607838
92,6.757406663382426e-05
93,3.6562153127306374e-07
94,0.9999327659606934
95,0.9999393224716187
96,1.9201230827547988e-08
97,0.9998127818107605
98,0.9936696887016296
99,5.7463439588900656e-05
100,3.613701835547545e-07
101,1.597164555278141e-05
102,0.9998160004615784
103,0.00010430021939100698
104,4.472243517739116e-07
105,0.9987408518791199
106,0.9999386072158813
107,6.102526185713941e-06
108,3.67729808203876e-06
109,0.9794400334358215
110,0.999717652797699
111,0.9994850158691406
112,0.9996376037597656
113,0.9978824257850647
114,1.1355191418260802e-05
115,0.00011212594108656049
116,9.828826250668499e-07
117,2.224451463916921e-06
118,0.9989847540855408
119,0.9996145963668823
120,0.004261546302586794
121,0.010100540705025196
122,4.101108061149716e-06
123,5.619933745037997e-07
124,3.336032605716355e-08
125,9.40624377108179e-05
126,0.8269093036651611
127,0.9999580383300781
128,1.7732722312757687e-07
129,0.00013023446081206203
130,0.9814537763595581
131,0.9997408986091614
132,0.999994158744812
133,0.0010868188692256808
134,0.0011609275825321674
135,0.003164146561175585
